,age,reviews
2057,8,"-An absolutely amazing movie with intense action, fair amounts of blood, an amazing soundtrack, and an amazing story that you won't forget anytime soon. This movie is amazing and a great choice for families that enjoy Japanese movies and anime."
2058,8,"-The animation and story is very unique and focuses on the story of a teenage boy trying to lift a curse caused by a hateful demon. It discusses how violence and hatred brings trouble to people, and how humans are destroying the environment with their greed. A more mature and significantly better animated Fern Gully. I would NOT recommend this to anyone who doesn't like blood or body gore, there is only 2-3 scenes with this but I found it uncomfortable to watch. I also noticed a few cuss words (ass a few times, damn 3-4 times, and bastard once)."
2059,8,"-This is the sequel to the 1995s hit, The Flying Castle but this 1 adds more gory violence and graphic killing with lots of gore;. This drama has tons of bloody/graphic/disturbing and shocking violence characters are sliced,stabbed,shot,blown to bits etc. There are also lots of gory images including a girl eating a wolf and spitting the blood from her mouth,blood is seen splattering,lots of pools blood and some very graphic wounds,(some disturbing and very gory content). There is no swearing or racy content but there is some drinking and flirting. This sequel is epic and very thrilling but due to strong bloody violence its and iffy choice for teens. My rating:R for bloody and graphic violence throughout,disturbing content/images,and intense sequences of gruesome and bloody images."
2060,7,"-The worst part about it is how much it swears, particularly the f word. Unlike most of Quentin Tarantino's other films, Pulp Fiction is not very violent. It has a bit of blood and a few shootings. This is definitely my favourite film by Tarantino, if not my favourite of all time. A must watch for mature people aged 13 and up."
2061,7,"-I'm 14 and this is my favourite movie of all time. The acting is great, the violence is brutal, and the screenplay is legendary. Everybody should see this movie!!!"
2062,7,"-Pulp Fiction is one of Tarantino's greatest films, making great use of the film and using it to tell a brilliant story. However, after all, this is a Tarantino film, with extreme violence, sex and language. Children shouldn't have access to this film anyway, and for teenagers it depends on their maturity. Pulp Fiction is a really good film aided by perfect storytelling, but contains, mainly, A LOT of violence."
2063,7,"-Many people consider Pulp Fiction to be Quentin Tarantino's greatest film, and that's hard to argue. Included are some of his best characters, dialogue, and music. The film follows three stories of two hit men reclaiming their boss's briefcase, one of them later taking the boss's wife to dinner, and a boxer in a fixed fight who goes on the run after winning the fight. One of the funniest movies of all time and one of the best written, Pulp Fiction is a knockout film recommended for mature teens with a dark sense of humor. "
2064,7,"-It's a Tarantino movie so you know what to expect, violence, drug use, gore, etc.  My friend recommended me this movie about a month ago, and I have to say I was skeptic at first, but when I saw this movie, goddamn! You have to watch this it's one of the best movies out there!"
2065,7,"-Watching this movie is really a kid-by-kid thing. I watched it at age 14, but if your child is uncomfortable watching violence and hearing swear words (or you are uncomfortable with it), maybe this movie isn't for them. There are some eye covering moments. It is a very clever film that everyone should watch in their lifetime."
2066,7,"-I watched this with my roommate, Toby, and we thought it was great.  Nothing is real.  I know a place where we can go together.  Do you hear me, Allison?  Could you ever.  I know you didn't like it here but this is too far.  They're telling me to pull the plug.  Can you hear–"
2067,7,"-This is without doubt Tarantino's best film, I have seen almost all of his movies, and this is the one that sticks out in my memory. Almost every line in the movie makes for a great quote. One of John Travolta's best films, and Samuel L. Jackson is excellent as always. There is however a good deal of violence. Lots of blood and gore, a couple very violent scenes are set in a very humorous tone. (Man accidentally shot in the face, sets off comedic dialogue.) There is a torture scene, a man is slashed by a katana, a man is shot in the private area, another person is shot in the leg, a guy gets run over by a car, etc... etc... As for langauge... Well this movie actually set the record for the most uses of the F-word in a single film. 271 to be exact, also quite a few racial slurs, as well as other various assorted cussing. Also, there is some sexual content, implied oral sex (appears off screen), a man is briefly shown being raped... etc... Yet another major factor would be the drug use, many characters ""shoot up"" with heroin, one girl overdoses, main characters use drugs like some would take aspirin."
